Campaign Title,Heading,Subheading,Start Date,End Date,Campaign Category,Image,Image Alt,Phone Number,Link Text,Link URL,CTA Text,CTA Icon,Terms and Conditions,Associated Locations,Priority
8/2022 - 9/2022 - Up to 9 mos free: Home Filtration,Rent a water filtration system and get the equivalent of up to 9 months free*,,8/1/2022,8/31/2022,"Water Softener, Water Treatment",https://www.enercare.ca/wp-content/uploads/2021/11/WT1_offer.jpg,person washing hands,,,https://www.enercare.ca/water/water-treatment/water-softener,Get Deal,,"* Offer expires August 31, 2022. Cannot be combined with any other offer and is only available to new customers who enter into a new residential water treatment system rental agreement with Enercare Home and Commercial Services Limited Partnership (“Enercare”). Enercare reserves the right to change or cancel this offer at any time without prior notice. Certain terms and conditions apply. Residential customers will receive up to a $225 prepaid credit card for a new installation of select water treatment systems. See rental agreement for full terms and conditions. Please allow 6-8 weeks for delivery of the prepaid credit card once the water treatment system is installed.",,
